2023-11-27 15:12:26,083 INFO    StreamThr :936843 [internal.py:wandb_internal():86] W&B internal server running at pid: 936843, started at: 2023-11-27 15:12:26.083154
2023-11-27 15:12:26,086 DEBUG   HandlerThread:936843 [handler.py:handle_request():146] handle_request: status
2023-11-27 15:12:26,086 INFO    WriterThread:936843 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_151226-c10ecb76/run-c10ecb76.wandb
2023-11-27 15:12:26,087 DEBUG   SenderThread:936843 [sender.py:send():380] send: header
2023-11-27 15:12:26,087 DEBUG   SenderThread:936843 [sender.py:send():380] send: run
2023-11-27 15:12:26,460 INFO    SenderThread:936843 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_151226-c10ecb76/files
2023-11-27 15:12:26,460 INFO    SenderThread:936843 [sender.py:_start_run_threads():1122] run started: c10ecb76 with start time 1701097946.082975
2023-11-27 15:12:26,464 DEBUG   HandlerThread:936843 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 15:12:26,464 DEBUG   SenderThread:936843 [sender.py:send_request():407] send_request: check_version
2023-11-27 15:12:26,521 DEBUG   HandlerThread:936843 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 15:12:26,533 DEBUG   HandlerThread:936843 [system_info.py:__init__():32] System info init
2023-11-27 15:12:26,533 DEBUG   HandlerThread:936843 [system_info.py:__init__():47] System info init done
2023-11-27 15:12:26,533 INFO    HandlerThread:936843 [system_monitor.py:start():194] Starting system monitor
2023-11-27 15:12:26,533 INFO    SystemMonitor:936843 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 15:12:26,534 INFO    HandlerThread:936843 [system_monitor.py:probe():214] Collecting system info
2023-11-27 15:12:26,534 INFO    SystemMonitor:936843 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 15:12:26,536 INFO    SystemMonitor:936843 [interfaces.py:start():190] Started disk monitoring
2023-11-27 15:12:26,537 INFO    SystemMonitor:936843 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 15:12:26,539 INFO    SystemMonitor:936843 [interfaces.py:start():190] Started memory monitoring
2023-11-27 15:12:26,539 INFO    SystemMonitor:936843 [interfaces.py:start():190] Started network monitoring
2023-11-27 15:12:26,549 DEBUG   HandlerThread:936843 [system_info.py:probe():196] Probing system
2023-11-27 15:12:26,551 DEBUG   HandlerThread:936843 [system_info.py:_probe_git():181] Probing git
2023-11-27 15:12:26,556 DEBUG   HandlerThread:936843 [system_info.py:_probe_git():189] Probing git done
2023-11-27 15:12:26,556 DEBUG   HandlerThread:936843 [system_info.py:probe():244] Probing system done
2023-11-27 15:12:26,556 DEBUG   HandlerThread:936843 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-27T15:12:26.549905', 'startedAt': '2023-11-27T15:12:26.080950', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '5'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2161.782, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 1217.025, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1303.753, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1340.882, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1399.978, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1270.749, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1331.943, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 1248.739, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 1135.423, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 89.70817565917969}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-11-27 15:12:26,557 INFO    HandlerThread:936843 [system_monitor.py:probe():224] Finished collecting system info
2023-11-27 15:12:26,557 INFO    HandlerThread:936843 [system_monitor.py:probe():227] Publishing system info
2023-11-27 15:12:26,557 DEBUG   HandlerThread:936843 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-27 15:12:26,557 DEBUG   HandlerThread:936843 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-27 15:12:26,557 DEBUG   HandlerThread:936843 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-27 15:12:27,278 DEBUG   HandlerThread:936843 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-27 15:12:27,278 INFO    HandlerThread:936843 [system_monitor.py:probe():229] Finished publishing system info
2023-11-27 15:12:27,280 DEBUG   SenderThread:936843 [sender.py:send():380] send: files
2023-11-27 15:12:27,280 INFO    SenderThread:936843 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
