2023-11-27 14:34:34,485 INFO    StreamThr :931547 [internal.py:wandb_internal():86] W&B internal server running at pid: 931547, started at: 2023-11-27 14:34:34.485362
2023-11-27 14:34:34,487 DEBUG   HandlerThread:931547 [handler.py:handle_request():146] handle_request: status
2023-11-27 14:34:34,488 INFO    WriterThread:931547 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_143434-48ib5ka2/run-48ib5ka2.wandb
2023-11-27 14:34:34,488 DEBUG   SenderThread:931547 [sender.py:send():380] send: header
2023-11-27 14:34:34,488 DEBUG   SenderThread:931547 [sender.py:send():380] send: run
2023-11-27 14:34:34,896 INFO    SenderThread:931547 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_143434-48ib5ka2/files
2023-11-27 14:34:34,896 INFO    SenderThread:931547 [sender.py:_start_run_threads():1122] run started: 48ib5ka2 with start time 1701095674.485385
2023-11-27 14:34:34,898 DEBUG   HandlerThread:931547 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 14:34:34,898 DEBUG   SenderThread:931547 [sender.py:send_request():407] send_request: check_version
2023-11-27 14:34:34,964 DEBUG   HandlerThread:931547 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 14:34:34,972 DEBUG   HandlerThread:931547 [system_info.py:__init__():32] System info init
2023-11-27 14:34:34,972 DEBUG   HandlerThread:931547 [system_info.py:__init__():47] System info init done
2023-11-27 14:34:34,972 INFO    HandlerThread:931547 [system_monitor.py:start():194] Starting system monitor
2023-11-27 14:34:34,972 INFO    SystemMonitor:931547 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 14:34:34,972 INFO    HandlerThread:931547 [system_monitor.py:probe():214] Collecting system info
2023-11-27 14:34:34,973 INFO    SystemMonitor:931547 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 14:34:34,973 INFO    SystemMonitor:931547 [interfaces.py:start():190] Started disk monitoring
2023-11-27 14:34:34,974 INFO    SystemMonitor:931547 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 14:34:34,974 INFO    SystemMonitor:931547 [interfaces.py:start():190] Started memory monitoring
2023-11-27 14:34:34,975 INFO    SystemMonitor:931547 [interfaces.py:start():190] Started network monitoring
2023-11-27 14:34:34,986 DEBUG   HandlerThread:931547 [system_info.py:probe():196] Probing system
2023-11-27 14:34:34,988 DEBUG   HandlerThread:931547 [system_info.py:_probe_git():181] Probing git
2023-11-27 14:34:34,994 DEBUG   HandlerThread:931547 [system_info.py:_probe_git():189] Probing git done
2023-11-27 14:34:34,994 DEBUG   HandlerThread:931547 [system_info.py:probe():244] Probing system done
