2023-12-02 17:24:42,828 INFO    StreamThr :1051612 [internal.py:wandb_internal():86] W&B internal server running at pid: 1051612, started at: 2023-12-02 17:24:42.826894
2023-12-02 17:24:42,830 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: status
2023-12-02 17:24:42,834 INFO    WriterThread:1051612 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231202_172441-0mv60ckr/run-0mv60ckr.wandb
2023-12-02 17:24:42,834 DEBUG   SenderThread:1051612 [sender.py:send():380] send: header
2023-12-02 17:24:42,835 DEBUG   SenderThread:1051612 [sender.py:send():380] send: run
2023-12-02 17:24:43,177 INFO    SenderThread:1051612 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231202_172441-0mv60ckr/files
2023-12-02 17:24:43,177 INFO    SenderThread:1051612 [sender.py:_start_run_threads():1122] run started: 0mv60ckr with start time 1701537881.907055
2023-12-02 17:24:43,191 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: check_version
2023-12-02 17:24:43,191 DEBUG   SenderThread:1051612 [sender.py:send_request():407] send_request: check_version
2023-12-02 17:24:43,244 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: run_start
2023-12-02 17:24:43,245 DEBUG   HandlerThread:1051612 [system_info.py:__init__():32] System info init
2023-12-02 17:24:43,245 DEBUG   HandlerThread:1051612 [system_info.py:__init__():47] System info init done
2023-12-02 17:24:43,245 INFO    HandlerThread:1051612 [system_monitor.py:start():194] Starting system monitor
2023-12-02 17:24:43,245 INFO    SystemMonitor:1051612 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-02 17:24:43,246 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started cpu monitoring
2023-12-02 17:24:43,246 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started disk monitoring
2023-12-02 17:24:43,246 INFO    HandlerThread:1051612 [system_monitor.py:probe():214] Collecting system info
2023-12-02 17:24:43,247 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started gpu monitoring
2023-12-02 17:24:43,247 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started memory monitoring
2023-12-02 17:24:43,248 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started network monitoring
2023-12-02 17:24:43,255 DEBUG   HandlerThread:1051612 [system_info.py:probe():196] Probing system
2023-12-02 17:24:43,256 DEBUG   HandlerThread:1051612 [system_info.py:_probe_git():181] Probing git
2023-12-02 17:24:43,300 DEBUG   HandlerThread:1051612 [system_info.py:_probe_git():189] Probing git done
2023-12-02 17:24:43,300 DEBUG   HandlerThread:1051612 [system_info.py:probe():244] Probing system done
2023-12-02 17:24:43,300 DEBUG   HandlerThread:1051612 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-12-02T17:24:43.255496', 'startedAt': '2023-12-02T17:24:41.903979', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '3'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2257.6446499999997, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 2355.643, 'min': 800.0, 'max': 4800.0}, {'current': 800.479, 'min': 800.0, 'max': 4800.0}, {'current': 799.619, 'min': 800.0, 'max': 4800.0}, {'current': 800.348, 'min': 800.0, 'max': 4800.0}, {'current': 2125.095, 'min': 800.0, 'max': 4800.0}, {'current': 2393.289, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2004.723, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2067.174, 'min': 800.0, 'max': 4800.0}, {'current': 801.741, 'min': 800.0, 'max': 4800.0}, {'current': 799.554, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 126.9531478881836}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-12-02 17:24:43,300 INFO    HandlerThread:1051612 [system_monitor.py:probe():224] Finished collecting system info
2023-12-02 17:24:43,300 INFO    HandlerThread:1051612 [system_monitor.py:probe():227] Publishing system info
2023-12-02 17:24:43,300 DEBUG   HandlerThread:1051612 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
