2023-11-27 14:58:16,058 INFO    StreamThr :935350 [internal.py:wandb_internal():86] W&B internal server running at pid: 935350, started at: 2023-11-27 14:58:16.058640
2023-11-27 14:58:16,060 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: status
2023-11-27 14:58:16,061 INFO    WriterThread:935350 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/run-x50hl24q.wandb
2023-11-27 14:58:16,061 DEBUG   SenderThread:935350 [sender.py:send():380] send: header
2023-11-27 14:58:16,062 DEBUG   SenderThread:935350 [sender.py:send():380] send: run
2023-11-27 14:58:16,499 INFO    SenderThread:935350 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files
2023-11-27 14:58:16,499 INFO    SenderThread:935350 [sender.py:_start_run_threads():1122] run started: x50hl24q with start time 1701097096.058613
2023-11-27 14:58:16,508 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 14:58:16,508 DEBUG   SenderThread:935350 [sender.py:send_request():407] send_request: check_version
2023-11-27 14:58:16,562 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 14:58:16,570 DEBUG   HandlerThread:935350 [system_info.py:__init__():32] System info init
2023-11-27 14:58:16,570 DEBUG   HandlerThread:935350 [system_info.py:__init__():47] System info init done
2023-11-27 14:58:16,570 INFO    HandlerThread:935350 [system_monitor.py:start():194] Starting system monitor
2023-11-27 14:58:16,570 INFO    SystemMonitor:935350 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 14:58:16,570 INFO    HandlerThread:935350 [system_monitor.py:probe():214] Collecting system info
2023-11-27 14:58:16,571 INFO    SystemMonitor:935350 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 14:58:16,573 INFO    SystemMonitor:935350 [interfaces.py:start():190] Started disk monitoring
2023-11-27 14:58:16,574 INFO    SystemMonitor:935350 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 14:58:16,575 INFO    SystemMonitor:935350 [interfaces.py:start():190] Started memory monitoring
2023-11-27 14:58:16,576 INFO    SystemMonitor:935350 [interfaces.py:start():190] Started network monitoring
2023-11-27 14:58:16,586 DEBUG   HandlerThread:935350 [system_info.py:probe():196] Probing system
2023-11-27 14:58:16,588 DEBUG   HandlerThread:935350 [system_info.py:_probe_git():181] Probing git
2023-11-27 14:58:16,596 DEBUG   HandlerThread:935350 [system_info.py:_probe_git():189] Probing git done
2023-11-27 14:58:16,596 DEBUG   HandlerThread:935350 [system_info.py:probe():244] Probing system done
2023-11-27 14:58:16,596 DEBUG   HandlerThread:935350 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-27T14:58:16.586533', 'startedAt': '2023-11-27T14:58:16.055135', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '5'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2061.58705, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 1386.091, 'min': 800.0, 'max': 4800.0}, {'current': 2370.003, 'min': 800.0, 'max': 4800.0}, {'current': 1204.143, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 800.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1308.411, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1305.713, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 799.348, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 1278.093, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 88.9402084350586}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-11-27 14:58:16,596 INFO    HandlerThread:935350 [system_monitor.py:probe():224] Finished collecting system info
2023-11-27 14:58:16,596 INFO    HandlerThread:935350 [system_monitor.py:probe():227] Publishing system info
2023-11-27 14:58:16,597 DEBUG   HandlerThread:935350 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-27 14:58:16,597 DEBUG   HandlerThread:935350 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-27 14:58:16,597 DEBUG   HandlerThread:935350 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-27 14:58:17,297 DEBUG   HandlerThread:935350 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-27 14:58:17,297 INFO    HandlerThread:935350 [system_monitor.py:probe():229] Finished publishing system info
2023-11-27 14:58:17,299 DEBUG   SenderThread:935350 [sender.py:send():380] send: files
2023-11-27 14:58:17,299 INFO    SenderThread:935350 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-27 14:58:17,302 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: stop_status
2023-11-27 14:58:17,302 DEBUG   SenderThread:935350 [sender.py:send_request():407] send_request: stop_status
2023-11-27 14:58:17,303 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-27 14:58:17,479 DEBUG   SenderThread:935350 [sender.py:send():380] send: telemetry
2023-11-27 14:58:17,499 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/wandb-metadata.json
2023-11-27 14:58:17,499 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/requirements.txt
2023-11-27 14:58:17,500 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/conda-environment.yaml
2023-11-27 14:58:17,500 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:17,825 INFO    wandb-upload_0:935350 [upload_job.py:push():131] Uploaded file /tmp/tmpwc9xi0j3wandb/wq5ktrgp-wandb-metadata.json
2023-11-27 14:58:18,207 DEBUG   SenderThread:935350 [sender.py:send():380] send: telemetry
2023-11-27 14:58:19,499 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:20,500 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:21,250 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: status_report
2023-11-27 14:58:26,251 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: status_report
2023-11-27 14:58:27,032 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:27,330 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-27 14:58:27,331 DEBUG   SenderThread:935350 [sender.py:send_request():407] send_request: log_artifact
2023-11-27 14:58:29,501 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:30,137 INFO    wandb-upload_0:935350 [upload_job.py:push():89] Uploaded file /home/kebl6872/.local/share/wandb/artifacts/staging/tmpi5y3tyg8
2023-11-27 14:58:31,046 INFO    SenderThread:935350 [sender.py:send_request_log_artifact():1444] logged artifact low_loss_model - {'id': 'QXJ0aWZhY3Q6NjUwNTkyODIw', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExOTEwNjA2Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjUwNTY2NjAy', 'versionIndex': 56}}}
2023-11-27 14:58:32,046 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: status_report
2023-11-27 14:58:32,302 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: stop_status
2023-11-27 14:58:32,303 DEBUG   SenderThread:935350 [sender.py:send_request():407] send_request: stop_status
2023-11-27 14:58:32,303 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-27 14:58:32,502 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:33,503 INFO    Thread-12 :935350 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_145816-x50hl24q/files/output.log
2023-11-27 14:58:34,934 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,942 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,943 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,943 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,943 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,943 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,943 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,959 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:34,960 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:35,001 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:35,001 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:35,001 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:35,001 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
2023-11-27 14:58:35,001 DEBUG   HandlerThread:935350 [handler.py:handle_request():146] handle_request: partial_history
