2023-11-27 23:22:40,233 INFO    StreamThr :947157 [internal.py:wandb_internal():86] W&B internal server running at pid: 947157, started at: 2023-11-27 23:22:40.233598
2023-11-27 23:22:40,236 DEBUG   HandlerThread:947157 [handler.py:handle_request():146] handle_request: status
2023-11-27 23:22:40,236 INFO    WriterThread:947157 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_232240-aqc38jyi/run-aqc38jyi.wandb
2023-11-27 23:22:40,236 DEBUG   SenderThread:947157 [sender.py:send():380] send: header
2023-11-27 23:22:40,237 DEBUG   SenderThread:947157 [sender.py:send():380] send: run
2023-11-27 23:22:40,593 INFO    SenderThread:947157 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_232240-aqc38jyi/files
2023-11-27 23:22:40,593 INFO    SenderThread:947157 [sender.py:_start_run_threads():1122] run started: aqc38jyi with start time 1701127360.233391
2023-11-27 23:22:40,600 DEBUG   HandlerThread:947157 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 23:22:40,601 DEBUG   SenderThread:947157 [sender.py:send_request():407] send_request: check_version
2023-11-27 23:22:40,668 DEBUG   HandlerThread:947157 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 23:22:40,677 DEBUG   HandlerThread:947157 [system_info.py:__init__():32] System info init
2023-11-27 23:22:40,677 DEBUG   HandlerThread:947157 [system_info.py:__init__():47] System info init done
2023-11-27 23:22:40,677 INFO    HandlerThread:947157 [system_monitor.py:start():194] Starting system monitor
2023-11-27 23:22:40,677 INFO    SystemMonitor:947157 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 23:22:40,677 INFO    HandlerThread:947157 [system_monitor.py:probe():214] Collecting system info
2023-11-27 23:22:40,678 INFO    SystemMonitor:947157 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 23:22:40,678 INFO    SystemMonitor:947157 [interfaces.py:start():190] Started disk monitoring
2023-11-27 23:22:40,679 INFO    SystemMonitor:947157 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 23:22:40,680 INFO    SystemMonitor:947157 [interfaces.py:start():190] Started memory monitoring
2023-11-27 23:22:40,681 INFO    SystemMonitor:947157 [interfaces.py:start():190] Started network monitoring
2023-11-27 23:22:40,692 DEBUG   HandlerThread:947157 [system_info.py:probe():196] Probing system
2023-11-27 23:22:40,694 DEBUG   HandlerThread:947157 [system_info.py:_probe_git():181] Probing git
