2023-11-28 13:28:11,624 INFO    StreamThr :960791 [internal.py:wandb_internal():86] W&B internal server running at pid: 960791, started at: 2023-11-28 13:28:11.624609
2023-11-28 13:28:11,627 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: status
2023-11-28 13:28:11,628 INFO    WriterThread:960791 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_132811-kp86lysp/run-kp86lysp.wandb
2023-11-28 13:28:11,628 DEBUG   SenderThread:960791 [sender.py:send():380] send: header
2023-11-28 13:28:11,628 DEBUG   SenderThread:960791 [sender.py:send():380] send: run
2023-11-28 13:28:12,041 INFO    SenderThread:960791 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_132811-kp86lysp/files
2023-11-28 13:28:12,041 INFO    SenderThread:960791 [sender.py:_start_run_threads():1122] run started: kp86lysp with start time 1701178091.624403
2023-11-28 13:28:12,050 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 13:28:12,050 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: check_version
2023-11-28 13:28:12,105 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 13:28:12,113 DEBUG   HandlerThread:960791 [system_info.py:__init__():32] System info init
2023-11-28 13:28:12,113 DEBUG   HandlerThread:960791 [system_info.py:__init__():47] System info init done
2023-11-28 13:28:12,113 INFO    HandlerThread:960791 [system_monitor.py:start():194] Starting system monitor
2023-11-28 13:28:12,114 INFO    SystemMonitor:960791 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 13:28:12,114 INFO    HandlerThread:960791 [system_monitor.py:probe():214] Collecting system info
2023-11-28 13:28:12,114 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 13:28:12,115 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started disk monitoring
2023-11-28 13:28:12,116 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 13:28:12,116 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started memory monitoring
2023-11-28 13:28:12,116 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started network monitoring
2023-11-28 13:28:12,125 DEBUG   HandlerThread:960791 [system_info.py:probe():196] Probing system
2023-11-28 13:28:12,126 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():181] Probing git
2023-11-28 13:28:12,129 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():189] Probing git done
2023-11-28 13:28:12,129 DEBUG   HandlerThread:960791 [system_info.py:probe():244] Probing system done
2023-11-28 13:28:12,129 DEBUG   HandlerThread:960791 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-28T13:28:12.125328', 'startedAt': '2023-11-28T13:28:11.620884', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '5'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2624.4914500000004, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 3593.224, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 3358.954, 'min': 800.0, 'max': 4800.0}, {'current': 2751.731, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2499.786, 'min': 800.0, 'max': 4800.0}, {'current': 3737.209, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 3733.722, 'min': 800.0, 'max': 4800.0}, {'current': 3368.702, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.334, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 1146.167, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 106.07184982299805}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-11-28 13:28:12,129 INFO    HandlerThread:960791 [system_monitor.py:probe():224] Finished collecting system info
2023-11-28 13:28:12,129 INFO    HandlerThread:960791 [system_monitor.py:probe():227] Publishing system info
2023-11-28 13:28:12,129 DEBUG   HandlerThread:960791 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-28 13:28:12,130 DEBUG   HandlerThread:960791 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-28 13:28:12,130 DEBUG   HandlerThread:960791 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-28 13:28:12,835 DEBUG   HandlerThread:960791 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-28 13:28:12,836 INFO    HandlerThread:960791 [system_monitor.py:probe():229] Finished publishing system info
2023-11-28 13:28:12,838 DEBUG   SenderThread:960791 [sender.py:send():380] send: files
2023-11-28 13:28:12,838 INFO    SenderThread:960791 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-28 13:28:12,840 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 13:28:12,841 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: stop_status
2023-11-28 13:28:12,842 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 13:28:13,042 INFO    Thread-12 :960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_132811-kp86lysp/files/conda-environment.yaml
