2023-11-27 14:03:23,547 INFO    StreamThr :925234 [internal.py:wandb_internal():86] W&B internal server running at pid: 925234, started at: 2023-11-27 14:03:23.546763
2023-11-27 14:03:23,549 DEBUG   HandlerThread:925234 [handler.py:handle_request():146] handle_request: status
2023-11-27 14:03:23,549 INFO    WriterThread:925234 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_140323-k7zu0ziv/run-k7zu0ziv.wandb
2023-11-27 14:03:23,550 DEBUG   SenderThread:925234 [sender.py:send():380] send: header
2023-11-27 14:03:23,550 DEBUG   SenderThread:925234 [sender.py:send():380] send: run
2023-11-27 14:03:23,906 INFO    SenderThread:925234 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_140323-k7zu0ziv/files
2023-11-27 14:03:23,906 INFO    SenderThread:925234 [sender.py:_start_run_threads():1122] run started: k7zu0ziv with start time 1701093803.546586
2023-11-27 14:03:23,908 DEBUG   HandlerThread:925234 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 14:03:23,908 DEBUG   SenderThread:925234 [sender.py:send_request():407] send_request: check_version
2023-11-27 14:03:23,961 DEBUG   HandlerThread:925234 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 14:03:23,971 DEBUG   HandlerThread:925234 [system_info.py:__init__():32] System info init
2023-11-27 14:03:23,971 DEBUG   HandlerThread:925234 [system_info.py:__init__():47] System info init done
2023-11-27 14:03:23,971 INFO    HandlerThread:925234 [system_monitor.py:start():194] Starting system monitor
2023-11-27 14:03:23,971 INFO    SystemMonitor:925234 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 14:03:23,971 INFO    HandlerThread:925234 [system_monitor.py:probe():214] Collecting system info
2023-11-27 14:03:23,972 INFO    SystemMonitor:925234 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 14:03:23,973 INFO    SystemMonitor:925234 [interfaces.py:start():190] Started disk monitoring
2023-11-27 14:03:23,974 INFO    SystemMonitor:925234 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 14:03:23,975 INFO    SystemMonitor:925234 [interfaces.py:start():190] Started memory monitoring
2023-11-27 14:03:23,975 INFO    SystemMonitor:925234 [interfaces.py:start():190] Started network monitoring
2023-11-27 14:03:23,982 DEBUG   HandlerThread:925234 [system_info.py:probe():196] Probing system
2023-11-27 14:03:23,983 DEBUG   HandlerThread:925234 [system_info.py:_probe_git():181] Probing git
2023-11-27 14:03:23,986 DEBUG   HandlerThread:925234 [system_info.py:_probe_git():189] Probing git done
2023-11-27 14:03:23,987 DEBUG   HandlerThread:925234 [system_info.py:probe():244] Probing system done
2023-11-27 14:03:23,987 DEBUG   HandlerThread:925234 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-27T14:03:23.982533', 'startedAt': '2023-11-27T14:03:23.544748', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '5'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 1969.0330999999999, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 2065.11, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 800.515, 'min': 800.0, 'max': 4800.0}, {'current': 1882.292, 'min': 800.0, 'max': 4800.0}, {'current': 2125.835, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2129.625, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1858.098, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2073.958, 'min': 800.0, 'max': 4800.0}, {'current': 1799.625, 'min': 800.0, 'max': 4800.0}, {'current': 996.956, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.477, 'min': 800.0, 'max': 3500.0}, {'current': 799.523, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 88.56545639038086}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-11-27 14:03:23,987 INFO    HandlerThread:925234 [system_monitor.py:probe():224] Finished collecting system info
2023-11-27 14:03:23,987 INFO    HandlerThread:925234 [system_monitor.py:probe():227] Publishing system info
2023-11-27 14:03:23,987 DEBUG   HandlerThread:925234 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-27 14:03:23,987 DEBUG   HandlerThread:925234 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-27 14:03:23,987 DEBUG   HandlerThread:925234 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-27 14:03:24,691 DEBUG   HandlerThread:925234 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-27 14:03:24,691 INFO    HandlerThread:925234 [system_monitor.py:probe():229] Finished publishing system info
2023-11-27 14:03:24,693 DEBUG   SenderThread:925234 [sender.py:send():380] send: files
2023-11-27 14:03:24,693 INFO    SenderThread:925234 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-27 14:03:24,696 DEBUG   HandlerThread:925234 [handler.py:handle_request():146] handle_request: stop_status
2023-11-27 14:03:24,697 DEBUG   SenderThread:925234 [sender.py:send_request():407] send_request: stop_status
2023-11-27 14:03:24,697 DEBUG   HandlerThread:925234 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-27 14:03:24,869 DEBUG   SenderThread:925234 [sender.py:send():380] send: telemetry
2023-11-27 14:03:24,906 INFO    Thread-12 :925234 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_140323-k7zu0ziv/files/wandb-metadata.json
