2023-11-28 18:20:20,552 INFO    StreamThr :960791 [internal.py:wandb_internal():86] W&B internal server running at pid: 960791, started at: 2023-11-28 18:20:20.551004
2023-11-28 18:20:20,556 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: status
2023-11-28 18:20:20,558 INFO    WriterThread:960791 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/run-wka4pv2i.wandb
2023-11-28 18:20:20,559 DEBUG   SenderThread:960791 [sender.py:send():380] send: header
2023-11-28 18:20:20,559 DEBUG   SenderThread:960791 [sender.py:send():380] send: run
2023-11-28 18:20:20,937 INFO    SenderThread:960791 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files
2023-11-28 18:20:20,937 INFO    SenderThread:960791 [sender.py:_start_run_threads():1122] run started: wka4pv2i with start time 1701195619.661604
2023-11-28 18:20:20,953 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 18:20:20,954 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: check_version
2023-11-28 18:20:21,010 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 18:20:21,011 DEBUG   HandlerThread:960791 [system_info.py:__init__():32] System info init
2023-11-28 18:20:21,011 DEBUG   HandlerThread:960791 [system_info.py:__init__():47] System info init done
2023-11-28 18:20:21,011 INFO    HandlerThread:960791 [system_monitor.py:start():194] Starting system monitor
2023-11-28 18:20:21,011 INFO    SystemMonitor:960791 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 18:20:21,012 INFO    HandlerThread:960791 [system_monitor.py:probe():214] Collecting system info
2023-11-28 18:20:21,012 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 18:20:21,012 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started disk monitoring
2023-11-28 18:20:21,013 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 18:20:21,014 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started memory monitoring
2023-11-28 18:20:21,015 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started network monitoring
2023-11-28 18:20:21,025 DEBUG   HandlerThread:960791 [system_info.py:probe():196] Probing system
2023-11-28 18:20:21,026 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():181] Probing git
2023-11-28 18:20:21,033 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():189] Probing git done
2023-11-28 18:20:21,034 DEBUG   HandlerThread:960791 [system_info.py:probe():244] Probing system done
2023-11-28 18:20:21,034 DEBUG   HandlerThread:960791 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-28T18:20:21.025165', 'startedAt': '2023-11-28T18:20:19.660246', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '5'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2106.4892, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 1205.706, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 800.0, 'min': 800.0, 'max': 4800.0}, {'current': 801.573, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1705.274, 'min': 800.0, 'max': 4800.0}, {'current': 800.542, 'min': 800.0, 'max': 4800.0}, {'current': 801.151, 'min': 800.0, 'max': 4800.0}, {'current': 1466.4, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1131.405, 'min': 800.0, 'max': 4800.0}, {'current': 1733.828, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 1350.855, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 113.38903045654297}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-11-28 18:20:21,034 INFO    HandlerThread:960791 [system_monitor.py:probe():224] Finished collecting system info
2023-11-28 18:20:21,034 INFO    HandlerThread:960791 [system_monitor.py:probe():227] Publishing system info
2023-11-28 18:20:21,034 DEBUG   HandlerThread:960791 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-28 18:20:21,034 DEBUG   HandlerThread:960791 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-28 18:20:21,034 DEBUG   HandlerThread:960791 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-28 18:20:21,743 DEBUG   HandlerThread:960791 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-28 18:20:21,744 INFO    HandlerThread:960791 [system_monitor.py:probe():229] Finished publishing system info
2023-11-28 18:20:21,744 DEBUG   SenderThread:960791 [sender.py:send():380] send: files
2023-11-28 18:20:21,744 INFO    SenderThread:960791 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-28 18:20:21,747 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 18:20:21,747 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: stop_status
2023-11-28 18:20:21,748 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 18:20:21,937 INFO    Thread-253:960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/requirements.txt
2023-11-28 18:20:21,937 INFO    Thread-253:960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/wandb-metadata.json
2023-11-28 18:20:21,937 INFO    Thread-253:960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/conda-environment.yaml
2023-11-28 18:20:21,980 DEBUG   SenderThread:960791 [sender.py:send():380] send: telemetry
2023-11-28 18:20:21,981 DEBUG   SenderThread:960791 [sender.py:send():380] send: telemetry
2023-11-28 18:20:22,252 INFO    wandb-upload_0:960791 [upload_job.py:push():131] Uploaded file /tmp/tmpzzd278cwwandb/tit4ymrt-wandb-metadata.json
2023-11-28 18:20:22,937 INFO    Thread-253:960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/output.log
2023-11-28 18:20:24,938 INFO    Thread-253:960791 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/output.log
2023-11-28 18:20:25,982 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: status_report
2023-11-28 18:20:26,391 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:28,939 INFO    Thread-253:960791 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/output.log
2023-11-28 18:20:30,190 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:30,191 DEBUG   SenderThread:960791 [sender.py:send():380] send: history
2023-11-28 18:20:30,191 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: summary_record
2023-11-28 18:20:30,191 INFO    SenderThread:960791 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-28 18:20:30,465 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-28 18:20:30,465 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: log_artifact
2023-11-28 18:20:30,939 INFO    Thread-253:960791 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/wandb-summary.json
2023-11-28 18:20:32,940 INFO    Thread-253:960791 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/output.log
2023-11-28 18:20:33,271 INFO    wandb-upload_0:960791 [upload_job.py:push():89] Uploaded file /home/kebl6872/.local/share/wandb/artifacts/staging/tmpfllbb49g
2023-11-28 18:20:33,576 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:34,127 INFO    SenderThread:960791 [sender.py:send_request_log_artifact():1444] logged artifact low_loss_model - {'id': 'QXJ0aWZhY3Q6NjUxOTA1MTQx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExOTEwNjA2Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjUxOTAzMzEw', 'versionIndex': 678}}}
2023-11-28 18:20:34,127 DEBUG   SenderThread:960791 [sender.py:send():380] send: history
2023-11-28 18:20:34,127 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: summary_record
2023-11-28 18:20:34,127 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: status_report
2023-11-28 18:20:34,127 INFO    SenderThread:960791 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-28 18:20:34,940 INFO    Thread-253:960791 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/wandb-summary.json
2023-11-28 18:20:36,747 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 18:20:36,747 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 18:20:36,748 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: stop_status
2023-11-28 18:20:36,941 INFO    Thread-253:960791 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_182019-wka4pv2i/files/output.log
2023-11-28 18:20:38,019 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,044 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,045 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,046 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,046 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
2023-11-28 18:20:38,085 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: partial_history
