2023-11-27 15:08:18,417 INFO    StreamThr :936279 [internal.py:wandb_internal():86] W&B internal server running at pid: 936279, started at: 2023-11-27 15:08:18.417128
2023-11-27 15:08:18,419 DEBUG   HandlerThread:936279 [handler.py:handle_request():146] handle_request: status
2023-11-27 15:08:18,420 INFO    WriterThread:936279 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_150818-lr55f297/run-lr55f297.wandb
2023-11-27 15:08:18,420 DEBUG   SenderThread:936279 [sender.py:send():380] send: header
2023-11-27 15:08:18,420 DEBUG   SenderThread:936279 [sender.py:send():380] send: run
2023-11-27 15:08:18,770 INFO    SenderThread:936279 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231127_150818-lr55f297/files
2023-11-27 15:08:18,770 INFO    SenderThread:936279 [sender.py:_start_run_threads():1122] run started: lr55f297 with start time 1701097698.416847
2023-11-27 15:08:18,772 DEBUG   HandlerThread:936279 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 15:08:18,772 DEBUG   SenderThread:936279 [sender.py:send_request():407] send_request: check_version
2023-11-27 15:08:18,830 DEBUG   HandlerThread:936279 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 15:08:18,840 DEBUG   HandlerThread:936279 [system_info.py:__init__():32] System info init
2023-11-27 15:08:18,840 DEBUG   HandlerThread:936279 [system_info.py:__init__():47] System info init done
2023-11-27 15:08:18,841 INFO    HandlerThread:936279 [system_monitor.py:start():194] Starting system monitor
2023-11-27 15:08:18,841 INFO    SystemMonitor:936279 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 15:08:18,842 INFO    HandlerThread:936279 [system_monitor.py:probe():214] Collecting system info
2023-11-27 15:08:18,842 INFO    SystemMonitor:936279 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 15:08:18,843 INFO    SystemMonitor:936279 [interfaces.py:start():190] Started disk monitoring
2023-11-27 15:08:18,844 INFO    SystemMonitor:936279 [interfaces.py:start():190] Started gpu monitoring
2023-11-27 15:08:18,845 INFO    SystemMonitor:936279 [interfaces.py:start():190] Started memory monitoring
2023-11-27 15:08:18,845 INFO    SystemMonitor:936279 [interfaces.py:start():190] Started network monitoring
2023-11-27 15:08:18,852 DEBUG   HandlerThread:936279 [system_info.py:probe():196] Probing system
2023-11-27 15:08:18,853 DEBUG   HandlerThread:936279 [system_info.py:_probe_git():181] Probing git
2023-11-27 15:08:18,857 DEBUG   HandlerThread:936279 [system_info.py:_probe_git():189] Probing git done
2023-11-27 15:08:18,857 DEBUG   HandlerThread:936279 [system_info.py:probe():244] Probing system done
