2023-11-12 16:26:46,291 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Configure stats pid to 177790
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Loading settings from /home/kebl6872/.config/wandb/settings
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Loading settings from /home/kebl6872/REFUGE_4YP/Run/wandb/settings
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'Run/wandb_train.py', 'program_abspath': '/home/kebl6872/REFUGE_4YP/Run/wandb_train.py', 'program': '/home/kebl6872/REFUGE_4YP/Run/wandb_train.py'}
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:_log_setup():528] Logging user logs to /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231112_162646-55tcbzph/logs/debug.log
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:_log_setup():529] Logging internal logs to /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231112_162646-55tcbzph/logs/debug-internal.log
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:init():568] calling init triggers
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:init():575] wandb.init called with sweep_config: {}
config: {'epochs': 75, 'disc_only': True, 'classes': 2, 'base_c': 12, 'kernels': [4, 8, 16, 32], 'norm_name': 'batch', 'batch_size': 24, 'learning_rate': 5e-05, 'dataset': 'REFUGE', 'architecture': 'unet', 'low_loss_path': '/home/kebl6872/Desktop/new_data/REFUGE2/test/1600_unet_batch_lr_5e-05_bs_24_fs_12/Checkpoint/lr_5e-05_bs_24_lowloss.pth', 'final_path': '/home/kebl6872/Desktop/new_data/REFUGE2/test/1600_unet_batch_lr_5e-05_bs_24_fs_12/Checkpoint/lr_5e-05_bs_24_final.pth'}
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:init():618] starting backend
2023-11-12 16:26:46,292 INFO    MainThread:177790 [wandb_init.py:init():622] setting up manager
2023-11-12 16:26:46,292 INFO    MainThread:177790 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-11-12 16:26:46,293 INFO    MainThread:177790 [wandb_init.py:init():628] backend started and connected
2023-11-12 16:26:46,294 INFO    MainThread:177790 [wandb_init.py:init():720] updated telemetry
2023-11-12 16:26:46,296 INFO    MainThread:177790 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-11-12 16:26:46,739 INFO    MainThread:177790 [wandb_run.py:_on_init():2220] communicating current version
2023-11-12 16:26:46,793 INFO    MainThread:177790 [wandb_run.py:_on_init():2229] got version response upgrade_message: "wandb version 0.16.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2023-11-12 16:26:46,793 INFO    MainThread:177790 [wandb_init.py:init():804] starting run threads in backend
2023-11-12 16:26:47,512 INFO    MainThread:177790 [wandb_run.py:_console_start():2199] atexit reg
2023-11-12 16:26:47,512 INFO    MainThread:177790 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-11-12 16:26:47,512 INFO    MainThread:177790 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-11-12 16:26:47,512 INFO    MainThread:177790 [wandb_run.py:_redirect():2144] Redirects installed.
2023-11-12 16:26:47,513 INFO    MainThread:177790 [wandb_init.py:init():845] run started, returning control to user process
2023-11-12 16:26:48,377 INFO    MainThread:177790 [wandb_watch.py:watch():51] Watching
2023-11-12 16:26:51,779 INFO    MainThread:177790 [wandb_run.py:_finish():1934] finishing run felixcohen/REFUGE_UNet_Disc_only/55tcbzph
2023-11-12 16:26:51,779 INFO    MainThread:177790 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 1
2023-11-12 16:26:51,779 INFO    MainThread:177790 [wandb_run.py:_restore():2151] restore
2023-11-12 16:26:51,779 INFO    MainThread:177790 [wandb_run.py:_restore():2157] restore done
2023-11-12 16:26:59,698 INFO    MainThread:177790 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-11-12 16:26:59,699 INFO    MainThread:177790 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-11-12 16:26:59,704 INFO    MainThread:177790 [wandb_run.py:_footer_sync_info():3558] logging synced files
