2023-11-28 17:07:23,867 INFO    StreamThr :960791 [internal.py:wandb_internal():86] W&B internal server running at pid: 960791, started at: 2023-11-28 17:07:23.866269
2023-11-28 17:07:23,869 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: status
2023-11-28 17:07:23,871 INFO    WriterThread:960791 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_170722-j08fzn3y/run-j08fzn3y.wandb
2023-11-28 17:07:23,873 DEBUG   SenderThread:960791 [sender.py:send():380] send: header
2023-11-28 17:07:23,873 DEBUG   SenderThread:960791 [sender.py:send():380] send: run
2023-11-28 17:07:24,305 INFO    SenderThread:960791 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231128_170722-j08fzn3y/files
2023-11-28 17:07:24,305 INFO    SenderThread:960791 [sender.py:_start_run_threads():1122] run started: j08fzn3y with start time 1701191242.943591
2023-11-28 17:07:24,312 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 17:07:24,312 DEBUG   SenderThread:960791 [sender.py:send_request():407] send_request: check_version
2023-11-28 17:07:24,382 DEBUG   HandlerThread:960791 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 17:07:24,383 DEBUG   HandlerThread:960791 [system_info.py:__init__():32] System info init
2023-11-28 17:07:24,383 DEBUG   HandlerThread:960791 [system_info.py:__init__():47] System info init done
2023-11-28 17:07:24,383 INFO    HandlerThread:960791 [system_monitor.py:start():194] Starting system monitor
2023-11-28 17:07:24,384 INFO    SystemMonitor:960791 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 17:07:24,385 INFO    HandlerThread:960791 [system_monitor.py:probe():214] Collecting system info
2023-11-28 17:07:24,386 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 17:07:24,386 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started disk monitoring
2023-11-28 17:07:24,387 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 17:07:24,387 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started memory monitoring
2023-11-28 17:07:24,388 INFO    SystemMonitor:960791 [interfaces.py:start():190] Started network monitoring
2023-11-28 17:07:24,399 DEBUG   HandlerThread:960791 [system_info.py:probe():196] Probing system
2023-11-28 17:07:24,400 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():181] Probing git
2023-11-28 17:07:24,405 DEBUG   HandlerThread:960791 [system_info.py:_probe_git():189] Probing git done
2023-11-28 17:07:24,406 DEBUG   HandlerThread:960791 [system_info.py:probe():244] Probing system done
