2023-12-02 16:54:47,006 INFO    StreamThr :1051612 [internal.py:wandb_internal():86] W&B internal server running at pid: 1051612, started at: 2023-12-02 16:54:47.005558
2023-12-02 16:54:47,010 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: status
2023-12-02 16:54:47,012 INFO    WriterThread:1051612 [datastore.py:open_for_write():85] open: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231202_165446-bgddm4d3/run-bgddm4d3.wandb
2023-12-02 16:54:47,012 DEBUG   SenderThread:1051612 [sender.py:send():380] send: header
2023-12-02 16:54:47,013 DEBUG   SenderThread:1051612 [sender.py:send():380] send: run
2023-12-02 16:54:47,379 INFO    SenderThread:1051612 [dir_watcher.py:__init__():211] watching files in: /home/kebl6872/REFUGE_4YP/Run/wandb/run-20231202_165446-bgddm4d3/files
2023-12-02 16:54:47,379 INFO    SenderThread:1051612 [sender.py:_start_run_threads():1122] run started: bgddm4d3 with start time 1701536086.098032
2023-12-02 16:54:47,390 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: check_version
2023-12-02 16:54:47,390 DEBUG   SenderThread:1051612 [sender.py:send_request():407] send_request: check_version
2023-12-02 16:54:47,462 DEBUG   HandlerThread:1051612 [handler.py:handle_request():146] handle_request: run_start
2023-12-02 16:54:47,463 DEBUG   HandlerThread:1051612 [system_info.py:__init__():32] System info init
2023-12-02 16:54:47,463 DEBUG   HandlerThread:1051612 [system_info.py:__init__():47] System info init done
2023-12-02 16:54:47,463 INFO    HandlerThread:1051612 [system_monitor.py:start():194] Starting system monitor
2023-12-02 16:54:47,464 INFO    SystemMonitor:1051612 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-02 16:54:47,465 INFO    HandlerThread:1051612 [system_monitor.py:probe():214] Collecting system info
2023-12-02 16:54:47,465 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started cpu monitoring
2023-12-02 16:54:47,467 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started disk monitoring
2023-12-02 16:54:47,469 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started gpu monitoring
2023-12-02 16:54:47,471 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started memory monitoring
2023-12-02 16:54:47,472 INFO    SystemMonitor:1051612 [interfaces.py:start():190] Started network monitoring
2023-12-02 16:54:47,481 DEBUG   HandlerThread:1051612 [system_info.py:probe():196] Probing system
2023-12-02 16:54:47,482 DEBUG   HandlerThread:1051612 [system_info.py:_probe_git():181] Probing git
2023-12-02 16:54:47,490 DEBUG   HandlerThread:1051612 [system_info.py:_probe_git():189] Probing git done
2023-12-02 16:54:47,490 DEBUG   HandlerThread:1051612 [system_info.py:probe():244] Probing system done
2023-12-02 16:54:47,490 DEBUG   HandlerThread:1051612 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-12-02T16:54:47.481314', 'startedAt': '2023-12-02T16:54:46.095228', 'docker': None, 'cuda': None, 'args': ('3e-4', '16', '0', 'unet', 'batch', '3'), 'state': 'running', 'program': '/home/kebl6872/REFUGE_4YP/Run/train_neat.py', 'codePathLocal': 'train_neat.py', 'codePath': 'Run/train_neat.py', 'git': {'remote': 'https://github.com/FelixHCohen/REFUGE_4YP.git', 'commit': 'aae117d655f1ccbe0b45cdccb1057867a89e5671'}, 'email': 'felixcohen2912@outlook.com', 'root': '/home/kebl6872/REFUGE_4YP', 'host': 'engs-30652', 'username': 'kebl6872', 'executable': '/home/kebl6872/miniconda3/envs/pytorch_env/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 1973.58295, 'min': 800.0, 'max': 4280.0}, 'cpu_freq_per_core': [{'current': 1461.046, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1403.994, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1179.493, 'min': 800.0, 'max': 4800.0}, {'current': 2500.0, 'min': 800.0, 'max': 4800.0}, {'current': 1122.57, 'min': 800.0, 'max': 4800.0}, {'current': 895.059, 'min': 800.0, 'max': 4800.0}, {'current': 1357.196, 'min': 800.0, 'max': 4800.0}, {'current': 1073.624, 'min': 800.0, 'max': 4800.0}, {'current': 910.076, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2500.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 232.21813583374023, 'used': 125.6272964477539}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.031280517578125}}
2023-12-02 16:54:47,490 INFO    HandlerThread:1051612 [system_monitor.py:probe():224] Finished collecting system info
2023-12-02 16:54:47,490 INFO    HandlerThread:1051612 [system_monitor.py:probe():227] Publishing system info
2023-12-02 16:54:47,490 DEBUG   HandlerThread:1051612 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-02 16:54:47,491 DEBUG   HandlerThread:1051612 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-02 16:54:47,491 DEBUG   HandlerThread:1051612 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-12-02 16:54:48,199 DEBUG   HandlerThread:1051612 [system_info.py:_save_conda():87] Saving conda packages done
2023-12-02 16:54:48,199 INFO    HandlerThread:1051612 [system_monitor.py:probe():229] Finished publishing system info
